item,category,iso_year,iso_week,days_to_avurudu,festival_season,avg_wholesale_price_rs,avg_retail_price_rs,lag1_units,lag4_units,rolling4_mean_units,weekend_share,target_units_sold
Green Gram,Grocery/Staple,2024,22,322,0,760.86,913.03,28,24,25.5,0.29,21
Green Gram,Grocery/Staple,2024,23,315,0,753.8,904.56,21,30,24.8,0.29,17
Green Gram,Grocery/Staple,2024,24,308,0,756.9,908.28,17,20,21.5,0.29,28
Green Gram,Grocery/Staple,2024,25,301,0,753.04,903.65,28,28,23.5,0.29,27
Green Gram,Grocery/Staple,2024,26,294,0,763.7,916.44,27,21,23.2,0.29,21
Green Gram,Grocery/Staple,2024,27,287,0,756.15,907.38,21,17,23.2,0.29,20
Green Gram,Grocery/Staple,2024,28,280,0,755.26,906.31,20,28,24,0.29,26
Green Gram,Grocery/Staple,2024,29,273,0,755.11,906.13,26,27,23.5,0.29,30
Green Gram,Grocery/Staple,2024,30,266,0,759.65,911.58,30,21,24.2,0.29,25
Green Gram,Grocery/Staple,2024,31,259,0,755.81,906.97,25,20,25.2,0.29,20
Green Gram,Grocery/Staple,2024,32,252,0,761.82,914.18,20,26,25.2,0.29,21
Green Gram,Grocery/Staple,2024,33,245,0,765.41,918.49,21,30,24,0.29,24
Green Gram,Grocery/Staple,2024,34,238,0,761.17,913.4,24,25,22.5,0.29,19
Green Gram,Grocery/Staple,2024,35,231,0,759.54,911.45,19,20,21,0.29,21
Green Gram,Grocery/Staple,2024,36,224,0,764.07,916.88,21,21,21.2,0.29,26
Green Gram,Grocery/Staple,2024,37,217,0,760.11,912.13,26,24,22.5,0.29,19
Green Gram,Grocery/Staple,2024,38,210,0,752.27,902.72,19,19,21.2,0.29,28
Green Gram,Grocery/Staple,2024,39,203,0,766.28,919.54,28,21,23.5,0.29,14
Green Gram,Grocery/Staple,2024,40,196,0,764.97,917.96,14,26,21.8,0.29,29
Green Gram,Grocery/Staple,2024,41,189,0,763.69,916.43,29,19,22.5,0.29,27
Green Gram,Grocery/Staple,2024,42,182,0,765.81,918.97,27,28,24.5,0.29,29
Green Gram,Grocery/Staple,2024,43,175,0,774.8,929.76,29,14,24.8,0.29,25
Green Gram,Grocery/Staple,2024,44,168,0,765.3,918.36,25,29,27.5,0.29,20
Green Gram,Grocery/Staple,2024,45,161,0,765.44,918.53,20,27,25.2,0.29,20
Green Gram,Grocery/Staple,2024,46,154,0,775.11,930.13,20,29,23.5,0.29,20
Green Gram,Grocery/Staple,2024,47,147,0,773.71,928.45,20,25,21.2,0.29,33
Green Gram,Grocery/Staple,2024,48,140,0,775.82,930.98,33,20,23.2,0.29,20
Green Gram,Grocery/Staple,2024,49,133,0,763.54,916.25,20,20,23.2,0.29,16
Green Gram,Grocery/Staple,2024,50,126,0,769.75,923.7,16,20,22.2,0.29,35
Green Gram,Grocery/Staple,2024,51,119,0,770.35,924.42,35,33,26,0.29,21
Green Gram,Grocery/Staple,2024,52,112,0,776.86,932.23,21,20,23,0.29,19
Green Gram,Grocery/Staple,2025,1,105,0,764.44,917.33,19,16,22.8,0.29,20
Green Gram,Grocery/Staple,2025,2,98,0,778.51,934.21,20,35,23.8,0.29,16
Green Gram,Grocery/Staple,2025,3,91,0,778.58,934.3,16,21,19,0.29,26
Green Gram,Grocery/Staple,2025,4,84,0,766.46,919.75,26,19,20.2,0.29,20
Green Gram,Grocery/Staple,2025,5,77,0,774.63,929.56,20,20,20.5,0.29,34
Green Gram,Grocery/Staple,2025,6,70,0,767.82,921.38,34,16,24,0.29,22
Green Gram,Grocery/Staple,2025,7,63,0,775.58,930.7,22,26,25.5,0.29,33
Green Gram,Grocery/Staple,2025,8,56,0,768.24,921.89,33,20,27.2,0.29,18
Green Gram,Grocery/Staple,2025,9,49,0,773.58,928.3,18,34,26.8,0.29,14
Green Gram,Grocery/Staple,2025,10,42,0,767.79,921.35,14,22,21.8,0.29,11
Green Gram,Grocery/Staple,2025,11,35,0,773.82,928.58,11,33,19,0.29,18
Green Gram,Grocery/Staple,2025,12,28,0,772.17,926.6,18,18,15.2,0.29,33
Green Gram,Grocery/Staple,2025,13,21,1,766.69,920.03,33,14,19,0.29,25
Green Gram,Grocery/Staple,2025,14,14,1,779.99,935.99,25,11,21.8,0.29,52
Green Gram,Grocery/Staple,2025,15,7,1,799.65,959.58,52,18,32,0.29,58
Green Gram,Grocery/Staple,2025,16,0,1,776.68,932.02,58,33,42,0.29,45
Green Gram,Grocery/Staple,2025,17,358,0,780.75,936.9,45,25,45,0.29,26
Green Gram,Grocery/Staple,2025,18,351,0,771.92,926.3,26,52,45.2,0.29,19
Green Gram,Grocery/Staple,2025,19,344,0,771.49,925.79,19,58,37,0.29,23
Green Gram,Grocery/Staple,2025,20,337,0,773.03,927.64,23,45,28.2,0.29,22
Green Gram,Grocery/Staple,2025,21,330,0,778.65,934.38,22,26,22.5,0.29,28
Green Gram,Grocery/Staple,2025,22,323,0,770.41,924.49,28,19,23,0.29,19
Green Gram,Grocery/Staple,2025,23,316,0,779.06,934.87,19,23,23,0.29,22
Green Gram,Grocery/Staple,2025,24,309,0,770.43,924.52,22,22,22.8,0.29,16
Green Gram,Grocery/Staple,2025,25,302,0,768.99,922.79,16,28,21.2,0.29,25
Green Gram,Grocery/Staple,2025,26,295,0,766.67,920.0,25,19,20.5,0.29,44
Green Gram,Grocery/Staple,2025,27,288,0,769.19,923.03,44,22,26.8,0.29,16
Green Gram,Grocery/Staple,2025,28,281,0,772.68,927.22,16,16,25.2,0.29,31
Green Gram,Grocery/Staple,2025,29,274,0,779.76,935.71,31,25,29,0.29,35
Green Gram,Grocery/Staple,2025,30,267,0,778.21,933.85,35,44,31.5,0.29,33
Green Gram,Grocery/Staple,2025,31,260,0,772.48,926.98,33,16,28.8,0.29,24
Green Gram,Grocery/Staple,2025,32,253,0,779.54,935.45,24,31,30.8,0.29,34
Green Gram,Grocery/Staple,2025,33,246,0,770.74,924.89,34,35,31.5,0.29,11
Green Gram,Grocery/Staple,2025,34,239,0,777.49,932.99,11,33,25.5,0.29,31
Green Gram,Grocery/Staple,2025,35,232,0,781.26,937.51,31,24,25,0.29,24
Green Gram,Grocery/Staple,2025,36,225,0,766.26,919.51,24,34,25,0.29,26
Green Gram,Grocery/Staple,2025,37,218,0,766.66,919.99,26,11,23,0.29,17
Green Gram,Grocery/Staple,2025,38,211,0,783.53,940.24,17,31,24.5,0.29,22
Green Gram,Grocery/Staple,2025,39,204,0,781.24,937.49,22,24,22.2,0.29,34
Green Gram,Grocery/Staple,2025,40,197,0,772.07,926.48,34,26,24.8,0.29,23
Green Gram,Grocery/Staple,2025,41,190,0,768.08,921.7,23,17,24,0.29,16
Green Gram,Grocery/Staple,2025,42,183,0,779.48,935.38,16,22,23.8,0.29,17
Green Gram,Grocery/Staple,2025,43,176,0,769.39,923.27,17,34,22.5,0.29,40
Green Gram,Grocery/Staple,2025,44,169,0,776.69,932.03,40,23,24,0.29,38
Green Gram,Grocery/Staple,2025,45,162,0,771.75,926.1,38,16,27.8,0.29,24
Green Gram,Grocery/Staple,2025,46,155,0,774.25,929.1,24,17,29.8,0.29,21
Green Gram,Grocery/Staple,2025,47,148,0,774.75,929.7,21,40,30.8,0.29,34
Green Gram,Grocery/Staple,2025,48,141,0,782.28,938.74,34,38,29.2,0.29,11
Green Gram,Grocery/Staple,2025,49,134,0,786.65,943.98,11,24,22.5,0.29,41
Green Gram,Grocery/Staple,2025,50,127,0,776.8,932.16,41,21,26.8,0.29,24
Green Gram,Grocery/Staple,2025,51,120,0,777.75,933.3,24,34,27.5,0.29,29
Green Gram,Grocery/Staple,2025,52,113,0,779.41,935.29,29,11,26.2,0.29,26
Green Gram,Grocery/Staple,2026,1,106,0,773.65,928.38,26,41,30,0.29,24
Green Gram,Grocery/Staple,2026,2,99,0,777.89,933.47,24,24,25.8,0.29,13
Green Gram,Grocery/Staple,2026,3,92,0,784.71,941.65,13,29,23,0.29,41
Green Gram,Grocery/Staple,2026,4,85,0,777.99,933.59,41,26,26,0.29,30
Green Gram,Grocery/Staple,2026,5,78,0,775.99,931.19,30,24,27,0.29,26
Green Gram,Grocery/Staple,2026,6,71,0,783.26,939.91,26,13,27.5,0.29,30
Green Gram,Grocery/Staple,2026,7,64,0,778.95,934.74,30,41,31.8,0.29,11
Green Gram,Grocery/Staple,2026,8,57,0,782.24,938.69,11,30,24.2,0.29,18
Green Gram,Grocery/Staple,2026,9,50,0,776.09,931.31,18,26,21.2,0.29,27
Green Gram,Grocery/Staple,2026,10,43,0,781.33,937.6,27,30,21.5,0.29,27
Green Gram,Grocery/Staple,2026,11,36,0,775.21,930.25,27,11,20.8,0.29,41
Green Gram,Grocery/Staple,2026,12,29,0,780.19,936.23,41,18,28.2,0.29,33
Green Gram,Grocery/Staple,2026,13,22,0,782.95,939.54,33,27,32,0.29,16
Green Gram,Grocery/Staple,2026,14,15,1,788.08,945.7,16,27,29.2,0.29,15
Green Gram,Grocery/Staple,2026,15,8,1,810.01,972.01,15,41,26.2,0.29,67
Green Gram,Grocery/Staple,2026,16,1,1,797.13,956.56,67,33,32.8,0.29,45
Green Gram,Grocery/Staple,2026,17,359,0,782.61,939.13,45,16,35.8,0.29,22
Green Gram,Grocery/Staple,2026,18,352,0,778.55,934.26,22,15,37.2,0.29,32
Green Gram,Grocery/Staple,2026,19,345,0,780.77,936.92,32,67,41.5,0.29,15
Green Gram,Grocery/Staple,2026,20,338,0,773.4,928.08,15,45,28.5,0.29,25
Green Gram,Grocery/Staple,2026,21,331,0,780.53,936.64,25,22,23.5,0.29,17
Green Gram,Grocery/Staple,2026,22,324,0,787.95,945.54,17,32,22.2,0.29,25
Green Gram,Grocery/Staple,2026,23,317,0,782.45,938.94,25,15,20.5,0.29,26
Green Gram,Grocery/Staple,2026,24,310,0,781.3,937.56,26,25,23.2,0.0,14
Cowpea,Grocery/Staple,2022,24,305,0,455.71,546.85,15,15,15,0.29,15
Cowpea,Grocery/Staple,2022,25,298,0,468.42,562.1,15,19,15,0.29,19
Cowpea,Grocery/Staple,2022,26,291,0,475.48,570.58,19,30,17,0.29,30
Cowpea,Grocery/Staple,2022,27,284,0,495.8,594.96,30,28,21.3,0.29,28
Cowpea,Grocery/Staple,2022,28,277,0,503.11,603.73,28,15,23,0.29,17
Cowpea,Grocery/Staple,2022,29,270,0,510.64,612.77,17,19,23.5,0.29,23
Cowpea,Grocery/Staple,2022,30,263,0,531.83,638.2,23,30,24.5,0.29,18
Cowpea,Grocery/Staple,2022,31,256,0,542.58,651.1,18,28,21.5,0.29,15
Cowpea,Grocery/Staple,2022,32,249,0,552.21,662.65,15,17,18.2,0.29,20
Cowpea,Grocery/Staple,2022,33,242,0,566.33,679.6,20,23,19,0.29,12
Cowpea,Grocery/Staple,2022,34,235,0,571.74,686.09,12,18,16.2,0.29,31
Cowpea,Grocery/Staple,2022,35,228,0,580.28,696.34,31,15,19.5,0.29,17
Cowpea,Grocery/Staple,2022,36,221,0,594.43,713.32,17,20,20,0.29,28
Cowpea,Grocery/Staple,2022,37,214,0,609.58,731.5,28,12,22,0.29,12
Cowpea,Grocery/Staple,2022,38,207,0,609.59,731.51,12,31,22,0.29,33
Cowpea,Grocery/Staple,2022,39,200,0,619.04,742.85,33,17,22.5,0.29,18
Cowpea,Grocery/Staple,2022,40,193,0,632.17,758.6,18,28,22.8,0.29,18
Cowpea,Grocery/Staple,2022,41,186,0,650.09,780.11,18,12,20.2,0.29,33
Cowpea,Grocery/Staple,2022,42,179,0,659.75,791.7,33,33,25.5,0.29,24
Cowpea,Grocery/Staple,2022,43,172,0,666.33,799.6,24,18,23.2,0.29,17
Cowpea,Grocery/Staple,2022,44,165,0,683.98,820.78,17,18,23,0.29,8
Cowpea,Grocery/Staple,2022,45,158,0,680.27,816.32,8,33,20.5,0.29,16
Cowpea,Grocery/Staple,2022,46,151,0,698.1,837.72,16,24,16.2,0.29,23
Cowpea,Grocery/Staple,2022,47,144,0,705.02,846.02,23,17,16,0.29,30
Cowpea,Grocery/Staple,2022,48,137,0,723.38,868.06,30,8,19.2,0.29,19
Cowpea,Grocery/Staple,2022,49,130,0,731.76,878.11,19,16,22,0.29,27
Cowpea,Grocery/Staple,2022,50,123,0,737.27,884.72,27,23,24.8,0.29,18
Cowpea,Grocery/Staple,2022,51,116,0,749.13,898.96,18,30,23.5,0.29,21
Cowpea,Grocery/Staple,2022,52,109,0,764.48,917.38,21,19,21.2,0.29,23
Cowpea,Grocery/Staple,2023,1,102,0,769.98,923.98,23,27,22.2,0.29,18
Cowpea,Grocery/Staple,2023,2,95,0,773.78,928.54,18,18,20,0.29,27
Cowpea,Grocery/Staple,2023,3,88,0,795.89,955.07,27,21,22.2,0.29,35
Cowpea,Grocery/Staple,2023,4,81,0,791.51,949.81,35,23,25.8,0.29,22
Cowpea,Grocery/Staple,2023,5,74,0,797.78,957.34,22,18,25.5,0.29,20
Cowpea,Grocery/Staple,2023,6,67,0,811.28,973.54,20,27,26,0.29,20
Cowpea,Grocery/Staple,2023,7,60,0,813.86,976.63,20,35,24.2,0.29,31
Cowpea,Grocery/Staple,2023,8,53,0,826.07,991.28,31,22,23.2,0.29,30
Cowpea,Grocery/Staple,2023,9,46,0,835.4,1002.48,30,20,25.2,0.29,32
Cowpea,Grocery/Staple,2023,10,39,0,836.38,1003.66,32,20,28.2,0.29,21
Cowpea,Grocery/Staple,2023,11,32,0,832.22,998.66,21,31,28.5,0.29,24
Cowpea,Grocery/Staple,2023,12,25,0,828.82,994.58,24,30,26.8,0.29,28
Cowpea,Grocery/Staple,2023,13,18,1,831.34,997.61,28,32,26.2,0.29,20
Cowpea,Grocery/Staple,2023,14,11,1,845.54,1014.65,20,21,23.2,0.29,55
Cowpea,Grocery/Staple,2023,15,4,1,857.18,1028.62,55,24,31.8,0.29,81
Cowpea,Grocery/Staple,2023,16,363,0,822.64,987.17,81,28,46,0.29,16
Cowpea,Grocery/Staple,2023,17,356,0,818.56,982.27,16,20,43,0.29,29
Cowpea,Grocery/Staple,2023,18,349,0,813.45,976.14,29,55,45.2,0.29,23
Cowpea,Grocery/Staple,2023,19,342,0,814.06,976.87,23,81,37.2,0.29,22
Cowpea,Grocery/Staple,2023,20,335,0,825.26,990.31,22,16,22.5,0.29,18
Cowpea,Grocery/Staple,2023,21,328,0,808.15,969.78,18,29,23,0.29,27
Cowpea,Grocery/Staple,2023,22,321,0,814.82,977.78,27,23,22.5,0.29,22
Cowpea,Grocery/Staple,2023,23,314,0,816.32,979.58,22,22,22.2,0.29,23
Cowpea,Grocery/Staple,2023,24,307,0,797.91,957.49,23,18,22.5,0.29,28
Cowpea,Grocery/Staple,2023,25,300,0,802.2,962.64,28,27,25,0.29,23
Cowpea,Grocery/Staple,2023,26,293,0,795.25,954.3,23,22,24,0.29,23
Cowpea,Grocery/Staple,2023,27,286,0,789.68,947.62,23,23,24.2,0.29,24
Cowpea,Grocery/Staple,2023,28,279,0,793.08,951.7,24,28,24.5,0.29,13
Cowpea,Grocery/Staple,2023,29,272,0,789.43,947.32,13,23,20.8,0.29,19
Cowpea,Grocery/Staple,2023,30,265,0,794.42,953.3,19,23,19.8,0.29,21
Cowpea,Grocery/Staple,2023,31,258,0,796.07,955.28,21,24,19.2,0.29,30
Cowpea,Grocery/Staple,2023,32,251,0,785.25,942.3,30,13,20.8,0.29,21
Cowpea,Grocery/Staple,2023,33,244,0,789.69,947.63,21,19,22.8,0.29,29
Cowpea,Grocery/Staple,2023,34,237,0,782.12,938.54,29,21,25.2,0.29,23
Cowpea,Grocery/Staple,2023,35,230,0,781.72,938.06,23,30,25.8,0.29,22
Cowpea,Grocery/Staple,2023,36,223,0,772.14,926.57,22,21,23.8,0.29,24
Cowpea,Grocery/Staple,2023,37,216,0,788.0,945.6,24,29,24.5,0.29,21
Cowpea,Grocery/Staple,2023,38,209,0,774.3,929.16,21,23,22.5,0.29,23
Cowpea,Grocery/Staple,2023,39,202,0,765.5,918.6,23,22,22.5,0.29,22
Cowpea,Grocery/Staple,2023,40,195,0,763.27,915.92,22,24,22.5,0.29,21
Cowpea,Grocery/Staple,2023,41,188,0,759.18,911.02,21,21,21.8,0.29,24
Cowpea,Grocery/Staple,2023,42,181,0,769.43,923.32,24,23,22.5,0.29,21
Cowpea,Grocery/Staple,2023,43,174,0,763.07,915.68,21,22,22,0.29,23
Cowpea,Grocery/Staple,2023,44,167,0,760.84,913.01,23,21,22.2,0.29,21
Cowpea,Grocery/Staple,2023,45,160,0,755.48,906.58,21,24,22.2,0.29,17
Cowpea,Grocery/Staple,2023,46,153,0,747.61,897.13,17,21,20.5,0.29,13
Cowpea,Grocery/Staple,2023,47,146,0,745.54,894.65,13,23,18.5,0.29,15
Cowpea,Grocery/Staple,2023,48,139,0,743.17,891.8,15,21,16.5,0.29,17
Cowpea,Grocery/Staple,2023,49,132,0,739.42,887.3,17,17,15.5,0.29,14
Cowpea,Grocery/Staple,2023,50,125,0,743.9,892.68,14,13,14.8,0.29,27
Cowpea,Grocery/Staple,2023,51,118,0,741.93,890.32,27,15,18.2,0.29,34
Cowpea,Grocery/Staple,2023,52,111,0,734.12,880.94,34,17,23,0.29,22
Cowpea,Grocery/Staple,2024,1,104,0,738.61,886.33,22,14,24.2,0.29,15
Cowpea,Grocery/Staple,2024,2,97,0,745.15,894.18,15,27,24.5,0.29,35
Cowpea,Grocery/Staple,2024,3,90,0,737.2,884.64,35,34,26.5,0.29,20
Cowpea,Grocery/Staple,2024,4,83,0,733.45,880.14,20,22,23,0.29,21
Cowpea,Grocery/Staple,2024,5,76,0,740.39,888.47,21,15,22.8,0.29,22
Cowpea,Grocery/Staple,2024,6,69,0,730.6,876.72,22,35,24.5,0.29,19
Cowpea,Grocery/Staple,2024,7,62,0,736.07,883.28,19,20,20.5,0.29,26
Cowpea,Grocery/Staple,2024,8,55,0,733.08,879.7,26,21,22,0.29,26
Cowpea,Grocery/Staple,2024,9,48,0,740.53,888.64,26,22,23.2,0.29,19
Cowpea,Grocery/Staple,2024,10,41,0,742.87,891.44,19,19,22.5,0.29,39
Cowpea,Grocery/Staple,2024,11,34,0,737.73,885.28,39,26,27.5,0.29,27
Cowpea,Grocery/Staple,2024,12,27,0,723.37,868.04,27,26,27.8,0.29,12
Cowpea,Grocery/Staple,2024,13,20,1,732.85,879.42,12,19,24.2,0.29,21
Cowpea,Grocery/Staple,2024,14,13,1,735.59,882.71,21,39,24.8,0.29,24
Cowpea,Grocery/Staple,2024,15,6,1,765.38,918.46,24,27,21,0.29,45
Cowpea,Grocery/Staple,2024,16,364,0,729.92,875.9,45,12,25.5,0.29,25
Cowpea,Grocery/Staple,2024,17,357,0,738.09,885.71,25,21,28.8,0.29,20
Cowpea,Grocery/Staple,2024,18,350,0,729.91,875.89,20,24,28.5,0.29,16
Cowpea,Grocery/Staple,2024,19,343,0,734.32,881.18,16,45,26.5,0.29,29
Cowpea,Grocery/Staple,2024,20,336,0,734.56,881.47,29,25,22.5,0.29,30
Cowpea,Grocery/Staple,2024,21,329,0,724.54,869.45,30,20,23.8,0.29,20
Cowpea,Grocery/Staple,2024,22,322,0,729.31,875.17,20,16,23.8,0.29,21
Cowpea,Grocery/Staple,2024,23,315,0,728.11,873.73,21,29,25,0.29,30
Cowpea,Grocery/Staple,2024,24,308,0,728.94,874.73,30,30,25.2,0.29,26
Cowpea,Grocery/Staple,2024,25,301,0,722.38,866.86,26,20,24.2,0.29,26
Cowpea,Grocery/Staple,2024,26,294,0,741.06,889.27,26,21,25.8,0.29,40
Cowpea,Grocery/Staple,2024,27,287,0,734.57,881.48,40,30,30.5,0.29,22
Cowpea,Grocery/Staple,2024,28,280,0,730.83,877.0,22,26,28.5,0.29,22
Cowpea,Grocery/Staple,2024,29,273,0,728.26,873.91,22,26,27.5,0.29,28
Cowpea,Grocery/Staple,2024,30,266,0,736.19,883.43,28,40,28,0.29,21
Cowpea,Grocery/Staple,2024,31,259,0,730.88,877.06,21,22,23.2,0.29,21
Cowpea,Grocery/Staple,2024,32,252,0,723.27,867.92,21,22,23,0.29,14
Cowpea,Grocery/Staple,2024,33,245,0,730.21,876.25,14,28,21,0.29,17
Cowpea,Grocery/Staple,2024,34,238,0,725.59,870.71,17,21,18.2,0.29,32
Cowpea,Grocery/Staple,2024,35,231,0,733.51,880.21,32,21,21,0.29,29
Cowpea,Grocery/Staple,2024,36,224,0,732.61,879.13,29,14,23,0.29,25
Cowpea,Grocery/Staple,2024,37,217,0,733.24,879.89,25,17,25.8,0.29,26
Cowpea,Grocery/Staple,2024,38,210,0,740.66,888.79,26,32,28,0.29,34
Cowpea,Grocery/Staple,2024,39,203,0,733.8,880.56,34,29,28.5,0.29,19
Cowpea,Grocery/Staple,2024,40,196,0,734.23,881.08,19,25,26,0.29,32
Cowpea,Grocery/Staple,2024,41,189,0,738.13,885.76,32,26,27.8,0.29,18
Cowpea,Grocery/Staple,2024,42,182,0,732.28,878.74,18,34,25.8,0.29,30
Cowpea,Grocery/Staple,2024,43,175,0,734.32,881.18,30,19,24.8,0.29,29
Cowpea,Grocery/Staple,2024,44,168,0,730.6,876.72,29,32,27.2,0.29,31
Cowpea,Grocery/Staple,2024,45,161,0,741.82,890.18,31,18,27,0.29,12
Cowpea,Grocery/Staple,2024,46,154,0,738.17,885.8,12,30,25.5,0.29,31
Cowpea,Grocery/Staple,2024,47,147,0,726.57,871.88,31,29,25.8,0.29,26
Cowpea,Grocery/Staple,2024,48,140,0,737.62,885.14,26,31,25,0.29,21
Cowpea,Grocery/Staple,2024,49,133,0,730.76,876.91,21,12,22.5,0.29,21
Cowpea,Grocery/Staple,2024,50,126,0,747.33,896.8,21,31,24.8,0.29,27
Cowpea,Grocery/Staple,2024,51,119,0,741.81,890.17,27,26,23.8,0.29,25
Cowpea,Grocery/Staple,2024,52,112,0,740.08,888.1,25,21,23.5,0.29,27
Cowpea,Grocery/Staple,2025,1,105,0,738.58,886.3,27,21,25,0.29,21
Cowpea,Grocery/Staple,2025,2,98,0,742.68,891.22,21,27,25,0.29,32
Cowpea,Grocery/Staple,2025,3,91,0,737.66,885.19,32,25,26.2,0.29,25
Cowpea,Grocery/Staple,2025,4,84,0,754.9,905.88,25,27,26.2,0.29,26
Cowpea,Grocery/Staple,2025,5,77,0,749.74,899.69,26,21,26,0.29,19
Cowpea,Grocery/Staple,2025,6,70,0,736.06,883.27,19,32,25.5,0.29,33
Cowpea,Grocery/Staple,2025,7,63,0,739.54,887.45,33,25,25.8,0.29,26
Cowpea,Grocery/Staple,2025,8,56,0,740.44,888.53,26,26,26,0.29,24
Cowpea,Grocery/Staple,2025,9,49,0,736.09,883.31,24,19,25.5,0.29,19
Cowpea,Grocery/Staple,2025,10,42,0,738.87,886.64,19,33,25.5,0.29,15
Cowpea,Grocery/Staple,2025,11,35,0,742.01,890.41,15,26,21,0.29,11
Cowpea,Grocery/Staple,2025,12,28,0,735.21,882.25,11,24,17.2,0.29,24
Cowpea,Grocery/Staple,2025,13,21,1,735.04,882.05,24,19,17.2,0.29,31
Cowpea,Grocery/Staple,2025,14,14,1,758.88,910.66,31,15,20.2,0.29,27
Cowpea,Grocery/Staple,2025,15,7,1,778.69,934.43,27,11,23.2,0.29,45
Cowpea,Grocery/Staple,2025,16,0,1,748.77,898.52,45,24,31.8,0.29,42
Cowpea,Grocery/Staple,2025,17,358,0,736.8,884.16,42,31,36.2,0.29,21
Cowpea,Grocery/Staple,2025,18,351,0,741.64,889.97,21,27,33.8,0.29,24
Cowpea,Grocery/Staple,2025,19,344,0,740.9,889.08,24,45,33,0.29,17
Cowpea,Grocery/Staple,2025,20,337,0,741.35,889.62,17,42,26,0.29,27
Cowpea,Grocery/Staple,2025,21,330,0,746.22,895.46,27,21,22.2,0.29,35
Cowpea,Grocery/Staple,2025,22,323,0,740.72,888.86,35,24,25.8,0.29,20
Cowpea,Grocery/Staple,2025,23,316,0,743.22,891.86,20,17,24.8,0.29,17
Cowpea,Grocery/Staple,2025,24,309,0,742.97,891.56,17,27,24.8,0.29,27
Cowpea,Grocery/Staple,2025,25,302,0,735.14,882.17,27,35,24.8,0.29,28
Cowpea,Grocery/Staple,2025,26,295,0,752.72,903.26,28,20,23,0.29,27
Cowpea,Grocery/Staple,2025,27,288,0,746.51,895.81,27,17,24.8,0.29,24
Cowpea,Grocery/Staple,2025,28,281,0,751.34,901.61,24,27,26.5,0.29,27
Cowpea,Grocery/Staple,2025,29,274,0,744.95,893.94,27,28,26.5,0.29,30
Cowpea,Grocery/Staple,2025,30,267,0,746.26,895.51,30,27,27,0.29,24
Cowpea,Grocery/Staple,2025,31,260,0,747.0,896.4,24,24,26.2,0.29,27
Cowpea,Grocery/Staple,2025,32,253,0,745.89,895.07,27,27,27,0.29,36
Cowpea,Grocery/Staple,2025,33,246,0,744.49,893.39,36,30,29.2,0.29,23
Cowpea,Grocery/Staple,2025,34,239,0,754.75,905.7,23,24,27.5,0.29,22
Cowpea,Grocery/Staple,2025,35,232,0,746.85,896.22,22,27,27,0.29,20
Cowpea,Grocery/Staple,2025,36,225,0,741.66,889.99,20,36,25.2,0.29,20
Cowpea,Grocery/Staple,2025,37,218,0,744.2,893.04,20,23,21.2,0.29,16
Cowpea,Grocery/Staple,2025,38,211,0,749.93,899.92,16,22,19.5,0.29,22
Cowpea,Grocery/Staple,2025,39,204,0,744.3,893.16,22,20,19.5,0.29,33
Cowpea,Grocery/Staple,2025,40,197,0,748.1,897.72,33,20,22.8,0.29,24
Cowpea,Grocery/Staple,2025,41,190,0,745.99,895.19,24,16,23.8,0.29,26
Cowpea,Grocery/Staple,2025,42,183,0,749.17,899.0,26,22,26.2,0.29,19
Cowpea,Grocery/Staple,2025,43,176,0,751.1,901.32,19,33,25.5,0.29,26
Cowpea,Grocery/Staple,2025,44,169,0,753.42,904.1,26,24,23.8,0.29,26
Cowpea,Grocery/Staple,2025,45,162,0,743.31,891.97,26,26,24.2,0.29,33
Cowpea,Grocery/Staple,2025,46,155,0,743.94,892.73,33,19,26,0.29,24
Cowpea,Grocery/Staple,2025,47,148,0,742.09,890.51,24,26,27.2,0.29,33
Cowpea,Grocery/Staple,2025,48,141,0,733.34,880.01,33,26,29,0.29,23
Cowpea,Grocery/Staple,2025,49,134,0,748.29,897.95,23,33,28.2,0.29,22
Cowpea,Grocery/Staple,2025,50,127,0,748.47,898.16,22,24,25.5,0.29,31
Cowpea,Grocery/Staple,2025,51,120,0,753.54,904.25,31,33,27.2,0.29,23
Cowpea,Grocery/Staple,2025,52,113,0,743.89,892.67,23,23,24.8,0.29,35
Cowpea,Grocery/Staple,2026,1,106,0,739.65,887.58,35,22,27.8,0.29,29
Cowpea,Grocery/Staple,2026,2,99,0,754.29,905.15,29,31,29.5,0.29,19
Cowpea,Grocery/Staple,2026,3,92,0,749.1,898.92,19,23,26.5,0.29,24
Cowpea,Grocery/Staple,2026,4,85,0,744.77,893.72,24,35,26.8,0.29,21
Cowpea,Grocery/Staple,2026,5,78,0,745.26,894.31,21,29,23.2,0.29,26
Cowpea,Grocery/Staple,2026,6,71,0,746.59,895.91,26,19,22.5,0.29,27
Cowpea,Grocery/Staple,2026,7,64,0,740.8,888.96,27,24,24.5,0.29,29
Cowpea,Grocery/Staple,2026,8,57,0,751.19,901.43,29,21,25.8,0.29,27
Cowpea,Grocery/Staple,2026,9,50,0,747.27,896.72,27,26,27.2,0.29,28
Cowpea,Grocery/Staple,2026,10,43,0,744.22,893.06,28,27,27.8,0.29,23
Cowpea,Grocery/Staple,2026,11,36,0,745.86,895.03,23,29,26.8,0.29,26
Cowpea,Grocery/Staple,2026,12,29,0,750.77,900.92,26,27,26,0.29,28
Cowpea,Grocery/Staple,2026,13,22,0,739.5,887.4,28,28,26.2,0.29,21
